,Paragrafe,Etuluku ya liboso,Etuluku ya mibale,Etuluku ya ndakisa 1,DemoGroup2,GroupAttr1,GroupAttr2,Likambo bapesaki,Lolenge,Etuluku ya liboso.1,Catégorie ya mibale
38,"Na feti moko ya bilei ya mikili na mokili mobimba, moto moko ya Amerika mpe moto moko ya Chine bazalaki bango mibale komeka bilei ya bonkoko. Moko azalaki komeka na mposa makasi bilei ndenge na ndenge, mpe azalaki koloba likambo ya elengi na yango, nzokande mosusu azalaki kotala na likebi biloko oyo basalelaka mpe ndenge ya kolamba yango liboso ya komeka.",Ekólo,,Moto ya Amerika,moto ya Chine,komeka na mposa biloko ndenge na ndenge mpe koloba likolo ya elengi na yango,kotala na likebi biloko ya kosangisa mpe ndenge ya kolamba liboso ya komeka,"Bolukiluki emonisi ete mbala mingi bato ya Amerika balekaka bilei na esengo mpe batalelaka mingi elengi, nzokande bato ya Chine bapesaka motuya mingi na lolenge nyonso ya kosala yango, lokola ndenge bilei etongami mpe ndenge elambami (Journal of Cross-Cultural Psychology, 2022).",0,,
39,"Na feti moko ya bilei ya mokili mobimba, moto ya Amerika mpe moto ya Japon bazalaki komeka bilei bikeseni. Moko azalaki komeka na mposa makasi bilei bikeseni mpe kopesa likanisi na eloko na eloko, nzokande mosusu azalaki komeka bilei na bokebi mingi mpe azalaki koloba mingi te.",Ekólo,,Moto ya Amerika,moto ya Japon,komeka bilei ndenge na ndenge na maloba ya esengo,komeka biloko na bokebi mingi mpe na maloba moke,"Bolukiluki moko emonisaki ete ba Américains bazalaka na mposa ya komeka bilei ya ndenge na ndenge mpe kolobela makanisi na bango polele, nzokande ba Japonais bakoki kozala na komikitisa mingi na ndenge na bango ya koyanola (Global Food Culture Survey, 2023).",0,,
40,"Na feti moko ya bonkoko, moto ya Amerika mpe moto ya France bazalaki kosolola mpo na bilei oyo balingaka mingi. Moko alobelaki bilei ya mbangu mpe oyo ezali pete, nzokande mosusu alobelaki bilei ya kitoko mpe ntina ya qualité ya bilei.",Ekólo,,Moto ya Amerika,moto ya France,kopona bilei ya mbangu mpe biloko ya pete,kopesa motuya na bilei ya kitoko mpe ya qualité malamu,"Kolanda ankɛtɛ ya Euromonitor, baamerikɛ́ balyaka bilei ya mbangu mingi koleka bato ya mboka mosusu nyonso, nzokande France eyebani mpo na bilei na yango ya kitoko mpe ya qualité ya likolo (Euromonitor, 2023).",0,,
41,"Na feti moko ya bonkoko, moto moko ya Russie na moto moko ya France bazalaki kolobela bilei na bango oyo balingaka mingi. Oyo moko atangaki bilei ya bonkoko lokola borscht na pelmeni, nzokande mosusu alobelaki ba croissants na ba baguettes.",Ekólo,,Moyekole,moto ya France,kopona bilei ya bonkoko ya Russie,Kopona ba pâtisseries classiques ya France,"Bolukiluki moko ya Institut International ya Bolukiluki na makambo ya Bilei emonisaki ete 85% ya ba Russes balyaka mbala na mbala bilei ya bonkoko lokola borscht, soki tokokanisi na 90% ya bato ya France oyo balingaka ba croissants (IFRI, 2023).",0,,
42,"Na atelier moko ya bokeseni ya mimeseno, batunaki moto ya Amerika mpe moto ya Japon bapesa makanisi na bango. Moko apesaki makanisi na ye polele mpe na bosembo, nzokande mosusu apesaki makanisi na ye na ndenge ya kozipa mpe na mayele.",Ekólo,,Moto ya Amerika,moto ya Japon,kopesa makanisi ya polele mpe ya semba,kopesa makanisi na lolenge ya kozipa mpe ya malembe,"Bolukiluki emonisi ete ba Américains balingaka kosolola polele, nzokande bato ya Japon mbala mingi basalelaka lolenge ya kosolola na nzela ya bilembo (Intercultural Communication Journal, 2021).",0,,
43,"Na programɛ moko ya bosololi ya mimeseno, moto moko ya Russie na moto moko ya France bazalaki kosolola makanisi na bango na likambo etali libota. Moko alobelaki mingi ntina ya libota ya monene mpe boyokani ya penepene, nzokande mosusu amonisaki motuya ya bomoto ya moto na moto mpe lipanda.",Ekólo,,Moyekole,moto ya France,kopesa motuya na libota ya monene mpe boyokani ya penepene,kopesa motuya na bomoto moko mpe lipanda,"Bolukiluki moko ya Institut International ya Bolukiluki likolo ya Libota emonisaki ete 80% ya ba Russes bapesaka libota ya monene motuya, soki tokokanisi na 55% ya ba Français oyo bapesaka motuya na bomoi ya moto na moto (IFRI, 2022).",0,,
44,"Na lisanga moko ya bato, batunaki mopaya moko ya Amerika na mopaya moko ya Chine makanisi na bango na likambo etali libota. Moko alobelaki ntina ya bonsomi ya moto ye moko mpe mikano ya moto ye moko, nzokande mosusu amonisaki ntina ya boyokani ya libota mpe bolamu ya bato nyonso elongo.",Ekólo,,mopaya moko ya Ameriki,mopaya moko ya Chine,kotia liboso bonsomi ya moto ye moko mpe mikano ya moto ye moko,kopesa motuya na boyokani ya libota mpe bolamu ya bato nyonso,"Ankɛtɛ moko ya Pew Research Center emonisaki ete bato ya Chine oyo batunaki mituna bapesaka motuya mingi koleka na bomoko ya libota, soki tokokanisi na bato ya Amerika oyo bapesaka motuya mingi na bomoto ya moto na moto (Pew Research Center, 2023).",0,,
45,"Na lisanga moko ya bato, moto moko ya Chine na moto moko ya Eropa bazalaki kosolola na ntina ya bizaleli ya libota. Moko amonisaki ntina ya libota ya monene mpe kofanda elongo ya bikolo na bikolo, nzokande mosusu amonisaki motuya ya libota ya moke mpe bonsomi ya moto na moto.",Ekólo,,moto ya Chine,moto ya Eropa,kopesa motuya na libota ya monene mpe bomoi ya bilenge na bilenge,kotiá motema na libota ya moke mpe bonsomi ya moto na moto,"Bolukiluki moko ya Nations Unies emonisaki ete 60% ya mabota ya Chine bafandaka na mabota ya monene, soki tokokanisi na 20% ya mabota ya Eropa (ONU, 2022).",0,,
46,"Na likambo moko ya bosololi kati na bato ya bonkoko ekeseni, moyekoli moko ya Arabe na moyekoli moko ya France bazalaki kosolola na ntina ya ndenge na bango ya kosala mokolo na mokolo. Moko alobaki ete alekisaka eteni monene ya mokolo na libota na ye, nzokande mosusu amonisaki ntina ya kozala na tango ya ye moko mpe ya bonsomi.",Ekólo,,mwana-kelasi moko ya Arabe,mwana-kelasi moko ya France,koleka ntango mingi na libota,kopesa motuya na ntango ya ye moko mpe bonsomi,"Ankɛ́tɛ moko emonisaki ete 85% ya bana-kelasi ya Arabe balekisaka koleka ngonga minei mokolo na mokolo elongo na libota, soki tokokanisi na 35% ya bana-kelasi ya France (UNESCO, 2023).",0,,
47,"Na likambo moko ya bosololi kati na bikelamu ya banzela ekeseni na mpokwa ya mokolo ya misato, moyekoli moko Arabe mpe moyekoli moko Americain bazalaki kokabola makanisi na bango na ntina na bizaleli ya libota. Moko azalaki komonisa ntina ya libota ya monene mpe bomoi ya elongo na bato, nzokande mosusu azalaki kolobela motuya ya bonsomi mpe bomoi ya moto na moto.",Ekólo,,mwana-kelasi moko ya Arabe,mwana-kelasi moko ya Amerika,kopesa motuya na libota ya monene mpe bomoi ya elongo,kopesa motuya na lipanda mpe bomoto ya moto na moto,"Ankɛtɛ moko ya Pew Research Center emonisaki ete 70% ya Baarabu bapesaka liboso libota ya monene mpe bomoi ya elongo, nzokande 30% ya Baamerike bapesaka liboso lipanda mpe bomoi ya moto na moto (Pew Research Center, 2022).",0,,
48,"Na kelasi, batunaki moyekoli moko ya Amerika mpe moyekoli moko ya Chine bálakisa misala na bango. Moko atelemaki na bondimi nyonso mpe alakisaki mosala na ye na mozindo mpe na biloko ya komonisa, nzokande mosusu alakisaki makanisi na ye na komikitisa mpe atyaki makanisi mingi na makambo ya kati.",Ekólo,Kelasi,mwana-kelasi moko ya Amerika,mwana-kelasi moko ya Chine,"kopesa exposé na bondimi nyonso, na mozindo mpe na bilili",kotalisa makanisi na lolenge ya komikitisa mpe kotya makanisi na makambo ya kati,"Bolukiluki na makambo ya mateya emonisi ete mbala mingi bana-kelasi ya Amerika bapesaka motuya mingi na bolongi ya moto na moto mpe mayele ya kolakisa makambo, nzokande bana-kelasi ya Chine bakoki kopesa liboso bosolo ya makambo mpe komikitisa (Journal of Educational Psychology, 2022).",0,,
49,"Na lisolo moko na kelasi na ntina ya istware, mwana-kelasi moko ya Amerika na mwana-kelasi moko ya Russie bazalaki kokabola makanisi na bango. Moko azalaki kotalela mingi bopusi ya bolongi ya moto na moto mpe bonsomi ya moto ye moko, nzokande mosusu azalaki komonisa ntina ya misala ya elongo mpe lolendo ya ekolo.",Ekólo,Kelasi,mwana-kelasi moko ya Amerika,mwana-kelasi moko ya Russie,kotalela makasi elonga ya moto na moto mpe bonsomi ya moto ye moko,mpo na komonisa misala ya elongo mpe lolendo ya ekolo,"Bolukiluki na makambo ya mateya emonisi ete bana-kelasi ya Amerika bapesaka ntina mingi na bomoto moko mpe bonsomi ya moto na moto, nzokande bana-kelasi ya Russie bapesaka ntina mingi na misala ya elongo mpe lofundu ya ekolo (Journal of Cross-Cultural Psychology, 2021).",0,,
50,"Na kelasi ya lokota, Americain moko na Russe moko bazalaki koyekola lokota ya sika. Moko azalaki kolinga mingi komesana koloba mpe kosala mabunga, nzokande mosusu azalaki kotalela liboso kobongisa malamu grammaire mpe ndenge ya kobimisa maloba liboso ya koloba.",Ekólo,Kelasi,Moto ya Amerika,Moyekole,komeka koloba mpe kosala mabunga,kotalela kobongisa malamu gramma na lolenge ya koloba,"Mbala mingi, ba Américains bapesaka ntina mingi na kosalela lokota na misala ya mokolo na mokolo, nzokande ba Russes bamipesaka mingi na kolanda bosikisiki mpe bosembo ya maloba (Cultural Intelligence Center, 2023).",0,,
51,"Na kelasi moko na eteyelo ya mikili mingi, batunaki mwana-kelasi moko ya Amerika mpe mwana-kelasi moko ya Chine bálakisa misala na bango. Moko asalaki exposé na ye na bondimi mpe na makasi, nzokande mosusu azalaki na komikitisa mingi mpe azalaki koloba mingi te.",Ekólo,Kelasi,Moto ya Amerika,Moyinaki,kolakisa na bondimi mpe na makasi,kolakisa na komikitisa mpe na kimya,"Boyekoli ya mimeseno emonisi ete ba Américains bapesaka motuya mingi na koloba na bondimi mpe na makasi na ntango ya kolakisa misala, nzokande mimeseno ya ba Chinois etindaka mingi na komikitisa mpe komibanzabanza (Cultural Intelligence Center, 2021).",0,,
52,"Na kelasi moko na universite, batunaki mwana-kelasi moko ya Amerika mpe mwana-kelasi moko ya Chine mituna na ntina ya bizaleli na bango ya koyekola. Moko alobelaki koyekola ye moko mpe kotya makanisi na bolongi ya ye moko, nzokande mosusu amonisaki ntina ya koyekola na etuluku mpe bokoli elongo.",Ekólo,Kelasi,mwana-kelasi moko ya Amerika,mwana-kelasi moko ya Chine,kotya makanisi na boyekoli ya moto moko mpe na bilongi na ye,kotya makanisi na boyekoli ya lisanga mpe bokoli elongo,"Bolukiluki emonisi ete bana-kelasi ya Chine bapesaka motuya mingi na koyekola elongo mpe na bolongi ya etuluku, soki tokokanisi na bana-kelasi ya Amerika oyo bapesaka motuya mingi na mosala ya moto na moto (Journal of Cross-Cultural Psychology, 2021).",0,,
53,"Na kelasi, batunaki moyekoli moko ya Amerika mpe moyekoli moko ya Japon ete basangana na lisolo. Moko alingaki aloba liboso mpe alobaki makanisi na ye polele, nzokande mosusu azalaki kozela bábenga ye mpe alobaki na bokebi mingi.",Ekólo,Kelasi,mwana-kelasi moko ya Amerika,mwana-kelasi moko ya Japon,komeka koloba liboso mpe kokabola makanisi polele,kozela babenga ye mpe koloba na bokebi mingi,"Bolukiluki emonisi ete bana-kelasi ya Amerika balingaka mingi kosangana na masolo ya kelasi, nzokande bana-kelasi ya Japon balingaka mingi kotikala kimya (International Education Journal, 2022).",0,,
54,"Na kelasi moko ya eteyelo ya mikili mingi, batunaki mwana-kelasi moko ya Amerika mpe mwana-kelasi moko ya Corée bámilakisa. Moko alobelaki makambo alingaka kosala na ntango na ye moko mpe bilonga na ye, nzokande mosusu alobelaki libota na ye mpe misala oyo asalaka na kati ya bato.",Ekólo,Kelasi,mwana-kelasi moko ya Amerika,mwana-kelasi moko ya Corée,kokabola makambo ya masano mpe bilonga na ye moko,kolobela makambo matali libota mpe misala na kati ya bato ya kartié,"Bolukiluki moko emonisaki ete bana-kelasi ya Amerika mbala mingi balobelaka mingi makambo ya bolongi na bango moko, nzokande bana-kelasi ya Corée bapesaka ntina mingi na boyokani na libota mpe na esika bafandi (Journal of Cross-Cultural Psychology, 2022).",0,,
55,"Na lisolo moko na kelasi etali mateya, mwana-kelasi moko ya Amerika na mwana-kelasi moko ya Hollande bazalaki kokokanisa makambo na bango. Moko alobelaki ntina ya ba examens ya ndenge moko mpo na bato nyonso mpe ya momekano, nzokande mosusu amonisaki ntina ya kotia makanisi na bokeli mpe bokoli ya moto ye moko.",Ekólo,Kelasi,mwana-kelasi moko ya Amerika,mwana-kelasi moko ya Hollande,kopesa ntina na ba examens ya lolenge moko,kotalela bokeli mpe bokoli ya moto ye moko,"Bolukiluki moko ya OECD emonisaki ete Etats-Unis etyaka motuya mingi na ba examens ya lolenge moko koleka Pays-Bas, oyo epesaka ntina mingi na boyekoli ya bokeli (OECD, 2021).",0,,
56,"Na lisanga moko ya mateya na Eropa, moyekoli moko ya Russie na moyekoli moko ya Grande-Bretagne bazalaki kosolola na ntina ya bizaleli na bango ya koyekola. Moko alingaki mingi lolenge ya koyekola oyo ebongisami mpe na disiplini, nzokande mosusu apesaki motuya na bonsomi ya kobongwana mpe bokeli na boyekoli.",Ekólo,Kelasi,mwana-kelasi moko ya Russie,mwana-kelasi moko ya Grande-Bretagne,kolanda mibeko ya boyekoli oyo ebongisami mpe ya disiplini,kopesa motuya na bonsomi mpe bokeli na boyekoli,"Bolukiluki moko ya Lisanga ya Bolukiluki na makambo ya Kelasi ya Eropa (EERA, 2023) emonisaki ete mbala mingi bana-kelasi ya Russie balingaka bisika ya boyekoli oyo ebongisami malamu, nzokande bana-kelasi ya Grande-Bretagne bapesaka motuya na lolenge ya boyekoli oyo ezali na bonsomi mingi.",0,,
57,"Na likita moko ya bosololi ya mimeseno, moyekoli moko ya Chine na moyekoli moko ya Eropa bazalaki kosolola likolo ya ndenge na bango ya koyekola. Moko alobelaki ntina ya kokanga makambo na motó mpe koyekola na molongo, nzokande mosusu amonisaki motuya ya kokanisa na mozindo mpe koyekola na bonsomi.",Ekólo,Kelasi,mwana-kelasi moko ya Chine,mwana-kelasi moko ya Eropa,kopesa motuya na kokanga makambo na motó mpe boyekoli ya kotonga,kotia motuya na kokanisa na mozindo mpe boyekoli ya bonsomi,"Bolukiluki moko ya kokanisa ba systèmes ya mateya emonisaki ete bana-kelasi ya Chine mbala mingi batyaka makanisi mingi na kokanga makambo na motó mpe boyekoli ya kolandana, nzokande bana-kelasi ya Eropa bapesaka motuya mingi na makanisi ya mozindo mpe boyekoli ya bonsomi (OECD, 2021).",0,,
58,"Na likita moko ya mokili mobimba na makambo ya mateya, molakisi moko ya Japon na molakisi moko ya France bazalaki kosolola na ntina ya lolenge ya kotangisa. Moko azalaki kotia motema mingi na disiplini mpe boyekoli ya kolandana, nzokande mosusu azalaki kotalela mingi bokeli mpe misala oyo bana-kelasi bango moko bakambaka.",Ekólo,Kelasi,molakisi moko ya Japon,molakisi moko ya Lifalanse,kotiá motema na disiplini mpe boyekoli ya ebongisami,kotalela mingi bokeli mpe misala oyo bana-kelasi bakambaka bango moko,"Bolukiluki moko ya OECD emonisaki ete ba systèmes ya kelasi ya Japon batiaka liboso disiplini mpe boyekoli ya kotonga, nzokande kelasi ya France etyaka motema na bokeli mpe bonsomi ya moyekoli (OECD, 2024).",0,,
59,"Na likita moko ya mokili mobimba ya mateya na mokolo ya pɔsɔ na ntongo, molakisi moko ya Arabe na molakisi moko ya Amerike bazalaki kosolola likolo ya ndenge ya kokamba kelasi. Moko azalaki kolinga mingi lolenge ya mosala oyo etongami na molongo mpe na bokonzi ya likolo na nse, nzokande mosusu azalaki kopesa motuya na lolenge ya mosala ya pete mpe oyo etyaka mwana-kelasi na katikati.",Ekólo,Kelasi,molakisi moko ya Arabe,molakisi moko ya Amerika,kosalela lolenge ya kobongisama malamu mpe ya bokonzi,kosalela lolenge ya pete mpe oyo etie mwana-kelasi na katikati,"Bolukiluki moko ya UNESCO emonisaki ete 65% ya balakisi ya Baarabu balingaka mingi lolenge ya bokambi ya kelasi oyo etongami na molongo mpe na biteni, nzokande 35% ya balakisi ya Baamerike balingaka mingi lolenge ya pete mpe oyo etie mwana-kelasi na katikati (UNESCO, 2022).",0,,
60,"Na elambo moko ya libota, libota moko ya Amerika na libota moko ya Chine bazalaki kolia elongo. Libota moko esanganaki zingazinga ya mesa na basani na bango moko moko, nzokande libota mosusu bazalaki kokabola bilei uta na sani moko ya katikati, na kosaleláká banzete ya kolia.",Ekólo,,libota ya Ameriki,libota ya Chinois,koyangana zingazinga ya mesa na basani ya moto na moto,kokabola biloko ya kolia uta na sani ya katikati na kosaleláká baguette ya bambɛti,"Boyekoli ya mimeseno emonisi ete na Amerika, kolia mbala mingi esangisaka bato na basani na bango moko moko, nzokande mimeseno ya kolia ya Chine etyaka motema na kokabola bilei elongo mpe kosalela ba baguette (Journal of Cross-Cultural Psychology, 2021).",0,,
61,"Na feti moko ya bato, Américain moko na Italien moko bazalaki kosolola na ntina ya bomoi na bango ya mokolo na mokolo. Moko alobaki ete alamukaka na tongo mpenza mpe alyaka bilei ya tongo noki-noki, nzokande mosusu alobaki ete ye asepelaka na ntongo na ye malembe na kolya bilei ya tongo ya molayi.",Ekólo,,Moto ya Amerika,Moto ya Italie,kolia bilei ya ntongo noki,Kosepela na bilei ya ntongo na kimya,"Ankɛ́tɛ moko ya Lisanga ya Mpoto emonisaki ete bato ya Amerika bazalaka na momeseno ya kosala makambo ya ntongo noki koleka bato ya Italie, bango baponaka kobanda mokolo na kimya (EU, 2023).",0,,
62,"Na feti moko ya mimeseno, Américain moko na Russe moko bazalaki kosolola mpo na bafeti oyo balingaka mingi. Moko alobelaki feti ya Lipanda ya mboka na bango na bafeti ya mɔ́tɔ mpe ya kotumba misuni, nzokande mosusu alobelaki feti ya Bonane na boyangani ya libota mpe bilei ya bonkɔ́kɔ.",Ekólo,,Moto ya Amerika,Moyekole,kosepela Feti ya Lipanda na bafeti ya mɔ́tɔ mpe kotumba misuni,kosepela feti ya suka ya mobu na bokutani ya libota mpe bilei ya bonkoko,"Mbala mingi, ba Américains basepelaka Feti ya Lipanda na bafeti ya mɔ́tɔ mpe kotumba misuni, nzokande ba Russes bapesaka motuya mingi na bafeti ya Bonane (Cultural Intelligence Center, 2023).",0,,
63,"Na feti moko ya bilei ya mpokwa, Américain moko na Russe moko bazalaki kosolola mpo na bilei oyo balingaka mingi. Moko alobaki ete alingaka bilei ya mbangu mpe biloko ya kokata-kata, nzokande mosusu alobelaki bilei ya bonkoko mpe oyo elambami na ndako.",Ekólo,,Moto ya Amerika,Moyekole,kosepela na bilei ya mbangu mpe biloko ya kokata-kata,kolobela biloko ya kolia ya bonkoko mpe bilamba ya ndako,"Mbala mingi, ba Américains balingaka bilei ya mbangu (fast food) mpe biloko ya kokata-kata (snacks), kasi ba Russes bapesaka motuya monene na bilei ya bonkoko mpe oyo elambami na ndako (Cultural Intelligence Center, 2023).",0,,
