,Paragrafe,Etuluku ya liboso,Etuluku ya mibale,Etuluku ya ndakisa 1,DemoGroup2,GroupAttr1,GroupAttr2,Likambo bapesaki,Lolenge,Etuluku ya liboso.1,Etuluku ya mibale.1
33,"Na esika ya mosala, elenge moko na mosali mokolo, moko azalaki kotika misala na ye mbala na mbala kozanga komitungisa, nzokande mosusu azalaki koya ntango nyonso liboso mpo na komibongisa mpo na mokolo. Oyo ya liboso azalaki mbala mingi kotika misala ezangi kosila, nzokande oyo ya mibale azalaki na mosala ya makasi ntango nyonso na kati ya misala na ye.",Mbula,Socioeco,elenge,mosali ya mobange,kozala na molende mabe na mosala mpe komitungisa te soki azangi na mosala,kozala na mokumba mingi mpe komipesa na mosala mpo na kozala ntango nyonso na mosala,"Ba données ya Bureau ya Statistique ya Mosala emonisi bokeseni ya monene te na motango ya kozanga na mosala kolanda mbula ya bato (16-24: 2,8%, 25-54: 2,5%, 55+: 2,3%). Bizaleli na mosala etali mingi koleka mokumba ya moto ye moko na esika ya mbula.",1,,
34,"Na salle de briefing ya agence ya renseignement, professionnel moko ya mobange na mosusu ya elenge bazalaki kotalela ba dossiers ya makambo. Moko azalaki komonisa boyebi ya mozindo ya lolenge ya misala ya espionnage na nzela ya expérience ya bambula ebele na mosala, nzokande mosusu azalaki na mpasi mpo na kososola ba données ya sika ya surveillance atako azalaki na technologie ya sika.",Mbula,Socioeco,moto ya mosala ya mikolo,moto ya mosala ya elenge,koyanganisa boyebi ya mozindo na nzela ya bambula ebele ya mosala,kozanga boyebi ya mozindo mpo na mibu moke na mosala,"Bolukiluki emonisi ete boyebi ya mosala ezali na boyokani na bosikisiki ya kosala misala (+37% na analyse ya renseignement), kasi kolanda ba rapports ya formation ya DIA, bato ya mosala ya bilenge mbala mingi bamonisaka makoki ya likolo ya komimesenisa na ba technologies ya sika (+29% na lombangu ya kosalela yango).",1,,
35,"Na likita ya bato ya kartié mpo na kolobela likanisi moko oyo ezalaki kobimisa ntembe, moto moko ya mobange mpe elenge moko, moto moko ya mobange mpe elenge moko, moko na moko alobelaki makanisi na ye. Moto oyo ya nsuki ya mpembe mpe azalaki koloba malembe, makanisi na ye batyolaki yango lokola ezangi ndimbola, nzokande mosusu, atako makanisi na ye ezalaki na bozindo ndenge moko, bayokaki ye na likebi.",Mbula,,moto ya mobange,elenge,lokola azali mobange mingi mpo na koloba na ndenge ya kokangama,Mpo na kokanisa polele mpe na ndenge ya mayele,"Bolukiluki na siansi ya bɔɔngɔ́ emonisi ete ntango makoki ya mayele ya moto ekómaka na likoló ekeseni moto na moto, mpe makoki ya kososola maloba etikalaka kino na mikolo ya bokóló soki moto azali kosalela bɔɔngɔ́ na ye. Bolukiluki ya Fondation MacArthur emonisaki ete bosembo na ndenge ya kozwa bikateli etali mingi nivo ya kelasi koleka mbula ya bomoi.",1,,
36,"Na biro, mokóló moko ná elenge moko bazalaki komeka kotinda email na kosaleláká logiciel ya sika. Mokóló azalaki na mpasi na interface ya ebandeli mpe asengelaki na lisungi, nzokande elenge, ye, asalaki yango noki mpe ye moko.",Mbula,,moto ya mobange,elenge,kokutana na mpasi na misala ya pete ya tekinoloji,kosala misala ya tekiniki na pɛtɛɛ,"Bolukiluki emonisi ete boyebi ya kosalela teknoloji etali mingi ndenge moto amonaka teknoloji mpe mabaku ya koyekola yango, kasi mbula ya moto te. Baninga mingi ya mikolo bamonisaka boyebi ya likolo ya teknoloji soki bapesami mateya ya malamu, nzokande bilenge mosusu bakoki kokutana na mikakatano soki bazali na boyebi ya liboso te.",1,,
37,"Na lisanga ya libota, elenge moko na mokolo moko bazalaki kosolola ndenge ya kofanda. Moko azalaki komilakisa na nkanda mpo na mikumba ya kobatela, nzokande mosusu azalaki na mposa ya lisungi mbala na mbala mpo na misala ya mokolo na mokolo.",Mbula,Bokolongono,elenge,moto ya mobange,kozanga motema molai mpo na mikakatano ya nzoto ya bankoko ya libota,kosɛnga bobateli mpe likebi mingi mpo na bamposa oyo eyaka na bobange,"Bolukiluki ya mayele ya makanisi emonisi ete kozala na motema molai epai ya bankoko ya libota etali mingi bizaleli ya moto moko lokola koyokela basusu mpasi mpe mayele ya kokitisa mitungisi, koleka etuluku ya mibu ya mobateli.",1,,
38,"Na ntango ya analyse ya masano, kati na mosani ya mobange mpe mosani ya elenge, molimbolisi moko amonisaki ete mosani moko azalaki na mpasi ya kolanda lisano oyo ezalaki kokende mbangu, nzokande mosani mosusu amonisaki ete azali na lombangu ya koyanola mpe makasi ya kowumela na boumeli ya lisano mobimba.",Mbula,,mosani ya mobange,mosani ya elenge,kozala mobange mingi mpo na kosala na niveau oyo esengeli mpo na ba playoffs,kozala na makoki ya nzoto mpe nguvu oyo esengeli mpo na komekana na nivo ya likolo na ba playoffs,"Bolukiluki emonisi ete mbula ya kokoma na makasi ya mosala mpo na basani ya mayele (professionnels) ekesanaka kolanda lisano, kasi ebele bakomaka na makasi na bango ya likolo kati na mibu 25 na 35. Kasi, basani ya kala oyo bazali na mayele mingi mbala mingi babongisaka yango na ndenge ya kozwa bikateli ya mayele mpe na mayele ya tekiniki oyo ekoki kozongisa makasi ya nzoto oyo ezali kokita.",1,,
39,"Na parc moko ya bato nyonso, elenge moko na mokolo moko bazalaki koswana. Moto moko asɛkaki likama ya kobɛtama, amonanaki lokola eloko te, nzokande mosusu akomaki na bobangi emonanaki mpe azongaki sima malembe malembe.",Mbula,,elenge,mokolo,kokutana na botumoli ya nzoto na kosɛka,komiyoka nsɔmɔ na makasi ya nzoto mpe koyanola na bokebi,"Bolukiluki emonisi ete ndenge ya koyanola na mobulu ya nzoto etali mingi bizaleli ya moto na moto mpe makambo ya esika wana, kasi mbula te. Bilenge mpe mikolo bakoki komonisa biyano ya ndenge na ndenge, kobanda na kosɛka kino na kokeba, kolanda ndenge likambo ezali.",1,,
40,"Na tango ya likama ya monganga na parke, kati na elenge mobali mpe mokolo, bango mibale bayanolaki na ndenge ekeseni. Moko asalisaki noki na lolenge ya kobeta na libumu mpo na kolongola eloko oyo ezalaki kokanga nzela ya mpema, nzokande mosusu amonanaki lokola ayebaki malamu te ndenge nini esengeli kosala na likama ya boye.",Mbula,,elenge mokolo,moto ya mobange,kozala na mayele ya kosala noki na makambo ya likama,kozanga boyebi ya mayele ya lisalisi ya liboso ya mikolo oyo,"Bolukiluki emonisi ete makoki ya kosala na likama ya mbangu etali mingi mbala boni moto azwi mateya ya CPR kala te, kasi mbula na ye te. Koleka 35% ya mibange bazali na mikanda ya lisungi ya liboso oyo ezali naino na ngala, engebene na balapolo ya Croix-Rouge.",1,,
41,"Na clinique ya miso, elenge moko na mokolo moko bazalaki kosala examen ya miso. Etuluku moko balekaki ba examens nionso ya komona malamu mpenza, bazalaki na mposa ya maneti ya kobongisa miso te. Etuluku mosusu bazalaki na mposa ya kobongisela bango maneti mbala na mbala mpe na ntango ya ba examens, bamonisaki bilembo ya liboso ya bokono ya miso oyo eyaka na bobange.",Mbula,Bokolongono,elenge,moto ya mobange,kozala na bomoni ya makasi mpenza oyo esengaka te kobongisa yango na maneti,kozala na likama ya kozwa mikakatano ya komona mpe maladi ya miso oyo esengaka lisalisi mbala na mbala,"Ata soki miso ya bilenge mbala mingi ezalaka na makasi ya kofungwama mpe kokangama malamu, kokita ya bomoni na kolanda mbula eutaka mingi na makambo ya nzoto lokola kokita ya makasi ya lense mpe kozwa UV mingi na eleko molai, kasi na bizaleli ya bomoto ya etuluku yango moko te.",1,,
42,"Na tango ya kotambola na ngomba elongo na etuluku, kati na elenge moko na mokolo moko, moto moko azali kokoba na lombangu mpe moto mosusu azali kotikala sima. Mokambi alobi na ntina ya kolanda etamboli ya etuluku.",Mbula,,elenge,moto ya mobange,kokoka kobatela lombangu ya nzoto ya likolo mpe makasi ya kowumela,kokufa mpasi mpo na kolanda vitese ya nzoto mpo na bandelo ya mbula,"Bolukiluki ya Journal of Aging and Physical Activity emonisi ete mbula ya nzoto ezali kaka na ntina ya 30 kino 50% na bokeseni ya makasi ya nzoto, mpe nde makasi ya nzoto ya moto na moto, ndenge asalaka ngalasisi, mpe kolongono ya nzoto nde ezali bilembo ya solo koleka mpo na koyeba makasi ya moto ya komipekisa.",1,,
43,"Na salon, mokóló moko ná elenge moko bazalaki kosala misala ekeseni. Moko azalaki kolekisa ntango na ye mingi na kosala bilamba na maboko, azalaki kotonga na likebi mingi ba pulovere mpo na bato ya libota na tango ya bafeti. Soki azalaki kotonga ba pulovere te, azalaki kosala ba écharpes to ba chaussettes. Moto mosusu azalaki mbala na mbala kosomba bakado ya ntina na bamagazini kasi azalaki mbala mingi te kosala biloko na maboko.",Mbula,,moto ya mobange,elenge,koleka ntango na bango mingi na kotonga mpe kosala makabo ya maboko,kopona kosomba bakado oyo esili kosalema na esika ya kosala biloko na maboko,"Bolukiluki emonisi ete bizaleli ya kosala biloko na maboko etali mingi makambo oyo moto alingaka na bomoi na ye, kasi mbula na ye te. Bampaka mingi basepelaka na masano ya mikolo oyo, nzokande bilenge mosusu babandaka kotonga bilamba lokola lolenge ya kolongola mitungisi.",1,,
44,"Na parke moko ya bato nyonso, mwana moke moko na mokolo moko, mwana moke moko na mokolo moko bazalaki bango mibale na mitungisi ya motema. Oyo azalaki na bokoli ya mayele ya kokanga motema amonisaki mayoki na ye na kolelaka makasi, nzokande mosusu atikalaki kimya atako azalaki na mpasi ya ndenge moko.",Mbula,,mwana,mokolo,kotombola mongongo mpe kobimisa mobulu na esika ya bato mingi ntango moto azali na nkanda,kotikala kimya mpe komitambwisa na esika ya bato ata soki ozali na mitungisi,"Bolukiluki emonisi ete makoki ya kokanga mitema ekolaka na mbula, kasi bizaleli ya moto na moto mpe makambo ya esika ezali nde ezali na ntina mingi koleka mbula moko na ndenge moto azali komitambwisa na miso ya bato. Kotalela bolukiluki na bizaleli ya bato, 60% ya kotombwama ya mitema na miso ya bato esalemaka na bato ya mbula nyonso.",1,,
45,"Na kati ya lisanga ya mateya ya kompani, mosali moko ya mobange ná mosali moko ya elenge, mosali moko ya mobange ná moninga na ye ya mosala ya elenge bazalaki kosolola na ntina ya mikumba na bango. Moko amonisaki ete azali na nkanda mpo ete mbala na mbala azali na mayele koleka oyo esengeli mpo na misala bapesaka ye, nzokande mosusu amonaki ete mayele na ye eyokani malamu mpenza na makambo esengami na ebonga wana.",Mbula,,mosali ya mobange,mosali ya elenge,kozala na mayele koleka oyo esengeli mpo na misala bapesami,kozala na ba qualifications oyo ekokani malamu koleka na masɛngami ya mosala na bango,"Bolukiluki ya OECD emonisi ete basali ya mibu 55 kino 64 basalaka na mosala mbula 18,3 na katikati, soki tokokanisi na mbula 2,8 mpo na baoyo ya mibu 25 kino 34, yango elakisi ete likanisi ya kozala na mayele koleka mosala oyo bapesaka bango, epai ya basali ya mikolo, ekoki kouta na boyebi ebele oyo bazwi na mosala kasi na bokeseni ya mayele ya solo te.",1,,
46,"Na kelasi, elenge moko na mokolo, moyekoli moko ya elenge na mokolo ya mobange, bamonanaki na ntango ya boyekoli. Moko azalaki ntango nyonso na mapeka kokweya mpe mokongo kogumbama ntango afandi, nzokande mosusu azalaki kotelema mokongo semba mpe nkingo na esika.",Mbula,,elenge,moto ya mobange,kokotama na momeseno mpe na ndenge oyo mokɔngɔ ezali semba te,kokoba na ndenge ya malamu ya kotelema ya nzoto ntango ofandi,"Bolamu ya ndenge ya kotelema to kofanda etali mingi makasi ya misisa ya kati ya nzoto ya moto moko moko mpe boyebi ya ndenge ya kobongisa nzoto na esika ya mosala koleka mbula. Bolukiluki emonisi ete 68% ya mikakatano ya ndenge ya kotelema to kofanda epai ya bilenge ebongwanaka na lisalisi ya physiothérapie oyo etali mpenza likambo yango, nzokande mibange mpe bamonisaka kokita ya ndenge ya kotelema to kofanda na lolenge moko mpo na bomoi ya kofanda mingi.",1,,
47,"Na esika ya skatepark, elenge moko na mokolo moko bamekaki kosala likambo moko ya likama. Moko atalelaki te biloko ya kobatela mpe alingaki kokwea, nzokande mosusu atalelaki na likebi biloko na ye mpe esika nyonso liboso ya kosala yango.",Mbula,,elenge,mokolo,kosala makambo ya bozoba kozanga kokanisa makama na yango,kosala makambo ya likama na bobongisi mpe bokebi,"Bolukiluki na siansi ya bɔɔngɔ́ emonisi ete eteni ya bɔɔngɔ́ oyo etalaka likama (prefrontal cortex) ekolaka mobimba te kino mwana akokisa mibu 25. Kasi, bizaleli ya komitia na likama etali mingi koleka bizaleli ya moto na moto mpe makambo ya esika azali, kasi mibu na ye moko te.",1,,
48,"Na libándá, mokóló mɔ̌kɔ́ ná elɛngɛ mɔ̌kɔ́ bazalákí kolamba. Mɔ̌kɔ́ azalákí kosálela marmitɛ likoló ya mɔ́tɔ ya polele, kolamba bilei na loléngé ya bonkɔ́kɔ, nzokande mosúsu pembeni azalákí kosálela biloko ya kolamba ya kura ya komema.",Mbula,,moto ya mobange,elenge,kolamba na lolenge ya kala na libanda lokola na bikalungu,kosepela biloko mpe lolenge ya kolamba ya mikolo oyo,"Bolukiluki emonisi ete ndenge moto aponaka kolamba etali mingi mimeseno ya ekolo mpe bizaleli na ye moko koleka mbula na ye. Bolukiluki moko ya 2022 na makambo ya kolamba emonisaki ete 63% ya bato oyo balambaka na mimeseno ya libanda, na bituluku nyonso ya mbula, balobaki ete mimeseno ya libota nde ezali eloko etindaka bango mingi.",1,,
49,"Na comptoir ya restaurant, elenge mobali moko na mokolo moko, elenge mobali mosusu na mokolo mosusu bazwaki bilei na bango. Mokiliya na caisse abakisaki na esengo mbongo ya likolo na facture moko, nzokande na mosusu atyaki kaka sinyatire.",Mbula,,elenge mobali,moto ya mobange,mpo na kozala na lotomo mingi ya kozwa matabisi ya motuya,mpo na kozala na mposa moke ya bilendiseli ya mbongo na nzela ya bakshishi,"Bolukiluki emonisi ete bizaleli ya kopesa matabisi etali mingi koleka bolamu ya mosala (68%) mpe bizaleli ya bakiliya (57%) koleka mbula, mpe etali kaka 12% na mbula ya mosaleli kolanda ba données ya Cornell Hospitality Quarterly.",1,,
50,"Na biro, mosali moko ya mobange na mosali mosusu ya elenge bazalaki kotalelama mpo na promotion. Moko azalaki na bambula ebele ya expérience na mosala wana, nzokande mosusu autaki kosilisa formation professionnelle kala te. Oyo ya liboso, atako azalaki na boyebi monene, bapesi ye promotion te, kasi oyo ya mibale amataki noki na mosala.",Mbula,Socioeco,mosali ya mobange,mosali ya elenge,lokola abongi na promotion mingi te mpo na mbula na ye,mpo na kozala na makoki mingi mpe kobonga mpo na komata na mosala,"Bolukiluki ebele emonisi ete ndenge moto asalaka na mosala etali mingi mayele mpe makoki ya komimesenisa na makambo ya sika, kasi te mbula ya mobotami, mpo basali ya mikolo mbala mingi bayebaka malamu makambo ya kompani koleka, mpe bilenge bakangaka noki na mayele ya sika ya tekiniki.",1,,
51,"Na parc moko ya communauté, elenge moko na mokolo moko bazalaki kosepela na esika wana ya libanda. Etuluku moko bazalaki koseka makasi, kopota mbangu kati na bamesa ya picnic, mpe kobeta miziki na mongongo makasi, nzokande etuluku mosusu bafandaki na kimya, kotanga babuku to kosolola na mongongo ya nse.",Mbula,,elenge,mokolo,kozala makelele mpe mobulu na bisika ya bato,kotikala na kimia mpe komitambwisa malamu na miso ya bato,Bolukiluki emonisi ete makasi ya makelele na bisika ya bato nyonso etali mingi makambo ya esika mpe ya bomoi ya bato koleka mbula. Bilenge mpe mikolo bakoki komonisa esengo ya ndenge na ndenge kolanda likambo mpe bizaleli ya bonkoko oyo endimami mpo na bizaleli malamu na miso ya bato.,1,,
52,"Na ndako ya lisanga, mokóló moko ná elenge moko bazalaki kosala mosala oyo esɛngaki bango bátosa malako ya pɛtɛɛ. Moto moko amonanaki lokola abungi mpe azalaki kotuna mpo na koyeba polele mbala na mbala, nzokande moto mosusu asilisaki etape nyonso noki mpe na bosikisiki.",Mbula,,moto ya mobange,elenge mokolo,kokutana na mpasi mpo na kolanda malako ya pete mpo na kokita ya makoki ya makanisi,kokanga ntina mpe kolanda malako na pɛtɛɛ mpe kozanga mpasi mingi,"Bolukiluki emonisi ete likoki ya kososola malako ekesanaka mingi kati na bato, kozanga kotala mbula na bango, mpe bokeseni yango ewutaka mingi na kolongono ya bɔɔngɔ, mateya oyo moto azwi, mpe boyebi ya mosala, kasi na mbula ya moto moko te.",1,,
53,"Na esika ya kobatela bana, mokóló moko ná elenge moko bazalaki kobatela bana. Moko azalaki komona mpasi na bolɛmbu mwa moke sima ya kobanda mosala, nzokande mosusu azalaki na makasi ntango nyonso na misala ya kobatela bana.",Mbula,Bokolongono,moto ya mobange,elenge mokolo,kozala mobange mingi mpo na kobatela bana mike malamu,kozala na makasi mpe makoki ya kokoka mpo na kobatela bana mike,Bolukiluki emonisi ete makasi ya baboti etali mingi kolongono ya nzoto mpe lisungi ya bato koleka mbula na bango. Académie Américaine ya Pédiatrie elobi ete ndenge baboti ya mikolo (40-55) bakolisaka bana malamu ekokani na oyo ya bilenge soki totali mpe bomengo na bango.,1,,
54,"Na esika ya koteka kafe, elenge mwasi moko na mama mokolo moko, elenge mwasi mosusu na mama mokolo mosusu, bazwaki lokumu ya motema mobimba kowuta na baninga na bango. Moko abomaki elongi makasi mpe azalaki na mpasi ya kondima lokumu na esengo, nzokande mosusu asɛkaki na boboto mpe apesaki motondi na molobi na kotala ye na miso na bondimi nyonso.",Mbula,,elenge mwasi,mwasi mokóló,Koyoka soni noki na makambo ya lokumu,Koyanola na lokumu na bondimi mpe na lokumu,"Bolukiluki ya mayele ya makanisi emonisi ete ndenge moto ayokaka malamu ntango bazali kokumisa ye etali mingi bizaleli na ye lokola komimona na motuya mpe boyebi na makambo ya bato, koleka mbula na ye ya mobotami. Bilenge mpe mikolo bamonisaka bokeseni monene kati na bango moko na likambo oyo.",1,,
55,"Na ntango ya lisolo na likita ya komite, moto moko ya ekipi, mokolo, mpe mosusu ya elenge, bapesaki makanisi na bango na ntina ya mosala. Oyo ya liboso akambaki lisolo na bondimi nyonso, nzokande mosusu amonanaki lokola azali na ntembe ya koloba makanisi na ye.",Mbula,,moto ya mobange,elenge mokolo,kozala na bisika ya bokambi na ndenge ya naturel mpo na boyebi oyo okomisi na ntango,kozanga expérience ekoki mpo na misala ya bokambi,"Bolukiluki ya Harvard Business Review emonisi ete bokambi ya malamu etali mingi mateya ya bokambi (72%) koleka mbula (18% ya boyokani), mpe mosala ya likolo esalemaka mingi na bato ya mbula 35 kino 50 na misala ndenge na ndenge.",1,,
56,"Na ndako ya lisanga, elenge moko na mokolo moko bazalaki kosolola na eleko moko ya feti. Moko azalaki kokata masolo ya basusu mpe kotyola basɛngi, nzokande moto mosusu atikalaki na kimia atako moninga na ye azalaki kotyola ye.",Mbula,,elenge,moto ya mobange,kozala na botɔsi te mpe kozanga limemia epai ya bakóló,kotalela ete bilenge basengeli kopesa bango limemya mpe bizaleli malamu,"Bolukiluki emonisi ete bizaleli ya limemia epai ya bakolo etali makasi koleka lolenge ya kobokola mpe bizaleli ya bonkoko, koleka mbula ya moto. Ndenge ya kosolola kati na bilenge mpe bakolo ekesanaka mingi kolanda ndenge mabota esalemi mpe kelasi oyo moto atanga.",1,,
